image_path,class_id,class_name
data/vegfru/veg200_images/chive/v_01_02_0012.jpg,0,chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0018.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0017.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0016.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0015.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0014.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0013.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0019.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0012.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0010.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0009.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0008.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0007.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0006.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0005.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0011.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0004.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0020.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0022.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0036.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0035.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0034.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0033.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0032.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0031.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0021.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0030.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0028.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0027.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0026.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0025.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0024.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0023.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0029.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0037.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0003.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic_chive/v_01_04_0001.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic/v_01_03_0082.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0081.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0080.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0079.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0078.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0077.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0083.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0076.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0074.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0073.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0072.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0071.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0070.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0069.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0075.jpg,0,garlic
data/vegfru/veg200_images/garlic_chive/v_01_04_0002.jpg,0,garlic_chive
data/vegfru/veg200_images/garlic/v_01_03_0084.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0086.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0100.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0099.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0098.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0097.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0096.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0095.jpg,0,garlic
data/vegfru/veg200_images/garlic/v_01_03_0085.jpg,0,garlic
