image_path,class_id,class_name
data/vegfru/veg200_images/Lily/v_12_07_0001.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0170.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0169.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0168.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0167.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0166.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0165.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0164.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0163.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0162.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0161.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0160.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0159.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0158.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0157.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0156.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0155.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0154.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0153.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0152.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0171.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0172.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0173.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0174.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0194.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0193.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0192.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0191.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0190.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0189.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0188.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0187.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0186.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0150.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0185.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0183.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0182.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0181.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0180.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0179.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0178.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0177.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0176.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0175.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0184.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0149.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0148.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0147.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0122.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0121.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0120.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0119.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0118.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0117.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0116.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0115.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0114.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0123.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0113.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0111.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0110.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0109.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0108.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0107.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0106.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0105.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0104.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0103.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0112.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0195.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0124.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0126.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0146.jpg,11,Lily
data/vegfru/veg200_images/Lily/v_12_07_0145.jpg,11,Lily
